ref_no|name|pointx_class|feature_easting|feature_northing|pos_accuracy|uprn|topo_toid|topo_toid_version|usrn|usrn_mi|distance|address_detail|street_name|locality|geographic_county|postcode|admin_boundary|telephone_number|url|brand|qualifier_type|qualifier_data|provenance|supply_date
131214289|Cash Machine (NoteMachine Ltd)|02090141|328174|193858|1|100100788097|osgb1000027453420|4|40800275|3|13.2|18 Offway|Coed Eva|Cwmbran|Gwent|NP44 7DR|Torfaen - Torfaen||||||VocaLink|2025-03-01
127488470|Cash Machine (Cardtronics)|02090141|330599|195984|1|10091509805|osgb5000005191385889|3|40801182|1|18.2|26-28|North Road|Croesyceiliog, Cwmbran|Gwent|NP44 2EN|Torfaen - Torfaen||||||VocaLink|2025-03-01
128188811|Cash Machine (NoteMachine Ltd)|02090141|327491|187149|1|10010553908|osgb1000027431398|4|27100849|1|17.2|1-3 St Basils Stores|Laurel Road|Bassaleg, Newport|Gwent|NP10 8NN|Casnewydd - Newport||||||VocaLink|2025-03-01
129547237|Cash Machine (Omnicash Ltd)|02090141|329414|198114|1|100100805207|osgb1000027497046|3|40801377|1|12.9|47|South Street|Sebastopol, Pontypool|Gwent|NP4 5DZ|Torfaen - Torfaen||||||VocaLink|2025-03-01
129547248|Cash Machine (NoteMachine Ltd)|02090141|331259.1|188066|1|10090955407|osgb5000005169520826|1|27100000|3|31.8|Friars Walk Shopping Centre|John Frost Square|Newport|Gwent|NP20 1EA|Casnewydd - Newport||||||VocaLink|2025-03-01
127487592|Cash Machine (Lloyds TSB Bank plc)|02090141|329509|195588|1|100100981031|osgb1000027491695|3|40800402|1|26.9|1|Gwent Square|Cwmbran|Gwent|NP44 1XN|Torfaen - Torfaen||||||VocaLink|2025-03-01
131214550|Cash Machine (Sainsbury's Bank)|02090141|329187.8|195349.6|1|10091513665|osgb1000027493103|6|40800540|1|78.8|||Southville, Cwmbran|Gwent|NP44 1UL|Torfaen - Torfaen||||||VocaLink|2025-03-01
127488764|Cash Machine (NoteMachine Ltd)|02090141|331658|188509|1|100100970949|osgb1000027570849|5|27111812|1|26.8|17-25|Chepstow Road|Newport|Gwent|NP19 8BW|Casnewydd - Newport||||||VocaLink|2025-03-01
127488771|Cash Machine (NoteMachine Ltd)|02090141|329521.8|199824.6|1||osgb1000027497954|3|40802388|3|21.8|||New Inn, Pontypool|Gwent|NP4 0XB|Torfaen - Torfaen||||||VocaLink|2025-03-01
127488772|Cash Machine (NoteMachine Ltd)|02090141|329170.1|194481.8|1|10013481960|osgb1000027491660|7|40800430|1|19.1|Service Station|Henllys Way|St Dials, Cwmbran|Gwent|NP44 3JA|Torfaen - Torfaen||||||VocaLink|2025-03-01
131214196|Cash Machine (NoteMachine Ltd)|02090141|333425|188127|1|100100971365|osgb1000027644277|6|27111812|1|14.3|446a|Chepstow Road|Newport|Gwent|NP19 8JF|Casnewydd - Newport||||||VocaLink|2025-03-01
127489636|Cash Machine (National Westminster Bank/NatWest)|02090141|331010|188163|1|100101047144|osgb1000027522979|8|27111507|1|25|34|High Street|Newport|Gwent|NP20 1GG|Casnewydd - Newport||||||VocaLink|2025-03-01
127489639|Cash Machine (National Westminster Bank/NatWest)|02090141|329510|195473|1|100101047988|osgb1000027492803|3|40800402|1|65|Customer Service Centre 36-37|Gwent Square|Cwmbran|Gwent|NP44 1YW|Torfaen - Torfaen||||||VocaLink|2025-03-01
125418814|Cash Machine (NoteMachine Ltd)|02090141|333373|187950|1|100100971428|osgb1000027640416|4|27101318|1|14.5|46|Somerton Road|Newport|Gwent|NP19 8LD|Casnewydd - Newport||||||VocaLink|2025-03-01
128189633|Cash Machine (Cardtronics)|02090141|331490|186483|1|100100647070|osgb1000027567912|4|27100045|1|14.4|75|Alexandra Road|Newport|Gwent|NP20 2JE|Casnewydd - Newport||||||VocaLink|2025-03-01
126728778|Cash Machine (NoteMachine Ltd)|02090141|329409|195432|1|100100981423|osgb1000027492996|3|40802391|3|69.1|15|South Walk|Cwmbran|Gwent|NP44 1PU|Torfaen - Torfaen||||||VocaLink|2025-03-01
161535928|Cash Machine (NoteMachine Ltd)|02090141|329761.8|195580.6|1|10013482980|osgb5000005106813882|2|40801396|3|94.4|Grange Road||Cwmbran|Gwent|NP44 3XU|Torfaen - Torfaen||||||VocaLink|2025-03-01
161536518|Cash Machine (YCASH)|02090141|332958|188144|1|200001812062|osgb1000027608121|5|27111812|1|18.4|Flat 1 328-330|Chepstow Road|Newport|Gwent|NP19 8NP|Casnewydd - Newport||||||VocaLink|2025-03-01
134341982|Cash Machine (NoteMachine Ltd)|02090141|330276|199506|1|100100978795|osgb1000027540295|5|40801456|1|17.6|123|The Highway|New Inn, Pontypool|Gwent|NP4 0PJ|Torfaen - Torfaen||||||VocaLink|2025-03-01
161535929|Cash Machine (NoteMachine Ltd)|02090141|329756|195594|1|10013482980|osgb5000005106813882|2|40801396|3|81.9|Grange Road||Cwmbran|Gwent|NP44 3XU|Torfaen - Torfaen||||||VocaLink|2025-03-01
161536006|Cash Machine (NoteMachine Ltd)|02090141|333140.1|186853.8|1|10014126479|osgb5000005101830235|1|27112394|1|116.3|Morrisons|Orb Drive|Newport|Gwent|NP19 0RA|Casnewydd - Newport||||||VocaLink|2025-03-01
161536033|Cash Machine (NoteMachine Ltd)|02090141|325335|189136|1|200002950911|osgb1000002067871531|3|27105321|1|138.4|Morrisons|Azalea Road|Rogerstone, Newport|Gwent|NP10 9SA|Casnewydd - Newport||||||VocaLink|2025-03-01
161537022|Cash Machine (YCASH)|02090141|326705.2|193969.6|1|10013482692|osgb5000005109903689|1|40800429|1|16.9|One Stop Village Centre|Henllys Village Road|Henllys, Cwmbran|Gwent|NP44 6JZ|Torfaen - Torfaen||||||VocaLink|2025-03-01
161536955|Cash Machine (YCASH)|02090141|332985|187109|1||osgb1000002059332683|9|27112025|3|25.8|451|Corporation Street|Newport|Gwent|NP19 0HE|Casnewydd - Newport||||||VocaLink|2025-03-01
163782974|Cash Machine (NoteMachine Ltd)|02090141|330596|188049|1|100100973799|osgb1000027523220|4|27100354|1|13.8|4|Clytha Park Road|Newport|Gwent|NP20 4NZ|Casnewydd - Newport||||||VocaLink|2025-03-01
129546279|Cash Machine (NoteMachine Ltd)|02090141|331264|187900|1||osgb1000002715108441|1|27105088|3|32.6|Unit 29 Emlyn Walk|Kingsway Centre|Newport|Gwent|NP20 1EW|Casnewydd - Newport||||||VocaLink|2025-03-01
129546280|Cash Machine (NoteMachine Ltd)|02090141|331344|187761|1|10002154679|osgb1000002715108465|2|27100823|1|52.7|Unit 82, 1|Kingsway|Newport|Gwent|NP20 1EX|Casnewydd - Newport||||||VocaLink|2025-03-01
129546694|Cash Machine (Paypoint Ltd)|02090141|333236|189541|1|10014123984|osgb1000027645140|6|27100122|1|29.7|65|Beaufort Road|Newport|Gwent|NP19 7NP|Casnewydd - Newport||||||VocaLink|2025-03-01
129546723|Cash Machine (Paypoint Ltd)|02090141|330450|191297|1|100100974421|osgb1000027530384|3|27100845|1|14.7|173-175|Larch Grove|Malpas, Newport|Gwent|NP20 6LA|Casnewydd - Newport||||||VocaLink|2025-03-01
134341530|Cash Machine (Cardtronics)|02090141|332200|187853|1|100100970130|osgb1000027604028|7|27100398|1|14.1|234|Corporation Road|Newport|Gwent|NP19 0DZ|Casnewydd - Newport||||||VocaLink|2025-03-01
163783375|Cash Machine (Sainsbury's Bank)|02090141|331213.2|189587.7|1|200002952621|osgb1000002715125766|4|27100036|1|53.6|Sainsburys|Albany Street|Newport|Gwent|NP20 5NJ|Casnewydd - Newport||||||VocaLink|2025-03-01
129546799|Cash Machine (Paypoint Ltd)|02090141|329007|198126|1|100101048410|osgb1000027497368|2|40801446|1|17.4|Spar Stores 59-61|The Avenue|Sebastopol, Pontypool|Gwent|NP4 5AE|Torfaen - Torfaen||||||VocaLink|2025-03-01
133847630|Cash Machine (Paypoint Ltd)|02090141|329326.9|194785.9|1|10091510609|osgb1000027490986|7|40801564|1|9.1||Victoria Street|Old Cwmbran, Cwmbran|Gwent|NP44 3JS|Torfaen - Torfaen||||||VocaLink|2025-03-01
129546083|Cash Machine (Cardtronics)|02090141|331553|187075|1|100100658396|osgb1000027569170|5|27100377|1|15.3|67-68|Commercial Road|Newport|Gwent|NP20 2PF|Casnewydd - Newport||||||VocaLink|2025-03-01
131215197|Cash Machine (Sainsbury's Bank)|02090141|331276|187916.5|1|10014125440|osgb1000002715108438|5|27105088|3|44.2|Unit 35 Kingsway Centre|John Frost Square|Newport|Gwent|NP20 1ED|Casnewydd - Newport||||||VocaLink|2025-03-01
133848532|Cash Machine (Cardtronics)|02090141|332845|189238|1|100100970898|osgb1000027612317|4|27100709|1|27.4|70|Heather Road|Newport|Gwent|NP19 7QX|Casnewydd - Newport||||||VocaLink|2025-03-01
160007546|Cash Machine (NoteMachine Ltd)|02090141|329371|187275|1|100100649527|osgb1000027485058|3|27100115|1|21.6|127|Bassaleg Road|Newport|Gwent|NP20 3NA|Casnewydd - Newport||||||VocaLink|2025-03-01
165356323|Cash Machine (Paypoint Ltd)|02090141|327826|196558|1|100100983640|osgb1000027438900|2|40802052|1|19.3|23|Sycamore Place|Upper Cwmbran, Cwmbran|Gwent|NP44 5TB|Torfaen - Torfaen||||||VocaLink|2025-03-01
167896597|Cash Machine (Post Office Ltd)|02090141|334045|190494|1|100100969366|osgb1000027670796|4|27104811|1|17.1|31a|High Street|Caerleon, Newport|Gwent|NP18 1AE|Casnewydd - Newport||||||VocaLink|2025-03-01
160007652|Cash Machine (NoteMachine Ltd)|02090141|331295|187496|1|100100654690|osgb1000027569810|10|27100264|1|13|10-12|Cardiff Road|Newport|Gwent|NP20 2ED|Casnewydd - Newport||||||VocaLink|2025-03-01
160008354|Cash Machine (Paypoint Ltd)|02090141|329453|195522|1|100101047992|osgb1000002487447798|2|40800402|3|16.5|53|North Walk|Cwmbran|Gwent|NP44 1PL|Torfaen - Torfaen||||||VocaLink|2025-03-01
167896278|Cash Machine (NoteMachine Ltd)|02090141|332216|188352|1|100100971432|osgb1000027609098|5|27111812|1|10.5|128|Chepstow Road|Newport|Gwent|NP19 8EF|Casnewydd - Newport||||||VocaLink|2025-03-01
167896620|Cash Machine (Post Office Ltd)|02090141|333700|188663|1|100100656537|osgb1000027642369|4|27100321|1|18.1|194|Christchurch Road|Newport|Gwent|NP19 8BD|Casnewydd - Newport||||||VocaLink|2025-03-01
169677448|Cash Machine (Paypoint Ltd)|02090141|335664|188884|1|10002151902|osgb1000027689333|5|27101222|1|117.1|45 Ringland Centre|Ringland Circle|Newport|Gwent|NP19 9HQ|Casnewydd - Newport||||||VocaLink|2025-03-01
169677260|Cash Machine (Cardtronics)|02090141|330357|189139|1|100100974129|osgb1000027526016|5|27100056|1|16.1|3|Allt-yr-Yn Way|Newport|Gwent|NP20 5GB|Casnewydd - Newport||||||VocaLink|2025-03-01
169677305|Cash Machine (Cardtronics)|02090141|328631|194563|1|100101047972|osgb1000027453698|3|40802739|1|27.9|2-3|Greenmeadow Square|Cwmbran|Gwent|NP44 4LQ|Torfaen - Torfaen||||||VocaLink|2025-03-01
160007274|Cash Machine (Cardtronics)|02090141|329341.4|195437.4|1|10013477494|osgb1000002067872821|7|40802391|3|76|Principality and Peter Alan Estate Agents, 12|General Rees Square|Cwmbran|Gwent|NP44 1AH|Torfaen - Torfaen||||||VocaLink|2025-03-01
133849080|Cash Machine (Santander)|02090141|331143|188038|1|10014122727|osgb1000027573138|5|27104818|1|19.7|20-21|Commercial Street|Newport|Gwent|NP20 4RS|Casnewydd - Newport||||||VocaLink|2025-03-01
160009376|Cash Machine (YCASH)|02090141|323308|191466|1|43071960|osgb1000027383487|7|47501339|1|55.7|Brookside Garage|Cromwell Road|Risca|Gwent|NP11 7AD|Caerffili - Caerphilly||||||VocaLink|2025-03-01
165355948|Cash Machine (NoteMachine Ltd)|02090141|331257|187758|1|100101046686|osgb1000027568859|5|27104818|1|14.5|64|Commercial Street|Newport|Gwent|NP20 1LQ|Casnewydd - Newport||||||VocaLink|2025-03-01
160007876|Cash Machine (NoteMachine Ltd)|02090141|331130|188148|1|100100972312|osgb1000027573172|6|27104824|1|10.1|176|Upper Dock Street|Newport|Gwent|NP20 1DY|Casnewydd - Newport||||||VocaLink|2025-03-01
165356255|Cash Machine (Cardtronics)|02090141|327124|187845|1|10094538255|osgb5000005280621887|1|27101462|2|22.2|Tregwilym Road||Rogerstone|Gwent|NP10 9EJ|Casnewydd - Newport||||||VocaLink|2025-03-01
163783235|Cash Machine (Halifax plc)|02090141|329490|195386|1|100100981040|osgb1000027493027|5|40800363|3|55.3|18|The Mall|Cwmbran|Gwent|NP44 1YX|Torfaen - Torfaen||||||VocaLink|2025-03-01
163783248|Cash Machine (Halifax plc)|02090141|331155|187993|1|10010554200|osgb1000027573148|13|27104818|1|14.6|27-28|Commercial Street|Newport|Gwent|NP20 1YD|Casnewydd - Newport||||||VocaLink|2025-03-01
169679274|Cash Machine (Cardtronics)|02090141|333131|191105|1|100100969662|osgb1000027648127|4|27101244|1|17.9|1|Roman Way|Caerleon, Newport|Gwent|NP18 3EH|Casnewydd - Newport||||||VocaLink|2025-03-01
169679280|Cash Machine (Cardtronics)|02090141|326672|188655|1|100100687583|osgb1000027419685|5|27101347|1|14.7|33-35|St Johns Crescent|Rogerstone, Newport|Gwent|NP10 9EY|Casnewydd - Newport||||||VocaLink|2025-03-01
169681183|Cash Machine (Paypoint Ltd)|02090141|331052|188170|1|10002149848|osgb1000027573226|2|27111507|1|17.5|32|High Street|Newport|Gwent|NP20 1GH|Casnewydd - Newport||||||VocaLink|2025-03-01
169679298|Cash Machine (Cardtronics)|02090141|333834|188048|1|200001889040|osgb1000027643221|4|27100027|1|14|15|Acacia Avenue|Newport|Gwent|NP19 9AT|Casnewydd - Newport||||||VocaLink|2025-03-01
169678048|Cash Machine (Cardtronics)|02090141|328892|190862|1|100100974507|osgb1000027450311|5|27104556|2|13.1|Bettws Shopping Centre|Bettws|Newport|Gwent|NP20 7TN|Casnewydd - Newport||||||VocaLink|2025-03-01
169680711|Cash Machine (Paypoint Ltd)|02090141|331013|189193|1|100100974013|osgb1000027575101|4|27100036|1|10.5|11|Albany Street|Newport|Gwent|NP20 5JL|Casnewydd - Newport||||||VocaLink|2025-03-01
169680732|Cash Machine (Paypoint Ltd)|02090141|330902|189206|1|10014124516|osgb1000027525248|2|27100933|1|20.6|First Floor Flat 4|Malpas Road|Newport|Gwent|NP20 5PA|Casnewydd - Newport||||||VocaLink|2025-03-01
169680733|Cash Machine (Paypoint Ltd)|02090141|329371|187275|1|100100649527|osgb1000027485058|3|27100115|1|21.6|127|Bassaleg Road|Newport|Gwent|NP20 3NA|Casnewydd - Newport||||||VocaLink|2025-03-01
169679348|Cash Machine (Cardtronics)|02090141|331819|188353|1|100100970107|osgb1000027572519|4|27100687|1|16.4|33|Harrow Road|Newport|Gwent|NP19 0BU|Casnewydd - Newport||||||VocaLink|2025-03-01
169679175|Cash Machine (Cardtronics)|02090141|335624|188865|1||osgb1000027689246|4|27105119|3|52.1|19/20|Ringland Centre|Newport|Gwent|NP19 9HG|Casnewydd - Newport||||||VocaLink|2025-03-01
169680398|Cash Machine (Paypoint Ltd)|02090141|333121|191451|1|10009645924|osgb1000027648152|3|27101244|1|12.6|10 Gloucester Court|Roman Way|Caerleon, Newport|Gwent|NP18 3FG|Casnewydd - Newport||||||VocaLink|2025-03-01
169680406|Cash Machine (Paypoint Ltd)|02090141|323634.3|191094.4|1|10091871753|osgb1000027382747|4|47501532|1|13.3|1|Exchange Road|Risca|Gwent|NP11 6GP|Caerffili - Caerphilly||||||VocaLink|2025-03-01
167899140|Cash Machine (Barclays Bank plc)|02090141|331126|188086|1|100101046667|osgb1000027573133|4|27104818|2|25.4|14|Commercial Street|Newport|Gwent|NP20|Casnewydd - Newport||||||VocaLink|2025-03-01
167899141|Cash Machine (Barclays Bank plc)|02090141|331126|188086|1|100101046667|osgb1000027573133|4|27104818|2|25.4|14|Commercial Street|Newport|Gwent|NP20|Casnewydd - Newport||||||VocaLink|2025-03-01
167899315|Cash Machine (TSB)|02090141|329366|195494|1|100101047959|osgb1000027493014|5|40802391|3|20.1|7-8|General Rees Square|Cwmbran|Gwent|NP44 1AH|Torfaen - Torfaen||||||VocaLink|2025-03-01
167896894|Cash Machine (Post Office Ltd)|02090141|332124|188360|1|100100655813|osgb1000027609081|6|27111812|1|20.3|102|Chepstow Road|Newport|Gwent|NP19 8XA|Casnewydd - Newport||||||VocaLink|2025-03-01
169678982|Cash Machine (Cardtronics)|02090141|334583.1|187948.6|1|10014124040|osgb1000002715106586|2|27112371|1|31.1|Unit 1|Aberthaw Rise|Newport|Gwent|NP19 9PT|Casnewydd - Newport||||||VocaLink|2025-03-01
169678210|Cash Machine (Cardtronics)|02090141|329414|198114|1|100100805207|osgb1000027497046|3|40801377|1|12.9|47|South Street|Sebastopol, Pontypool|Gwent|NP4 5DZ|Torfaen - Torfaen||||||VocaLink|2025-03-01
